user_id,age,occupation,gender
25404,34,college/grad student,M
126725,74,sales/marketing,M
22988,24,college/grad student,M
13268,22,other or not specified,M
189794,32,executive/managerial,M
278118,33,executive/managerial,M
50895,28,self-employed,F
261955,42,executive/managerial,M
181204,30,college/grad student,M
275725,38,academic/educator,F
11701,24,college/grad student,M
174568,28,executive/managerial,M
51798,29,executive/managerial,M
126206,39,academic/educator,F
7706,33,executive/managerial,F
224198,50,executive/managerial,M
152838,33,sales/marketing,F
227709,26,unemployed,M
39567,29,sales/marketing,M
87087,28,self-employed,M
52685,26,artist,M
35229,25,executive/managerial,F
197309,21,sales/marketing,F
44824,32,college/grad student,M
282307,28,executive/managerial,M
173307,23,self-employed,M
198035,18,sales/marketing,M
125998,28,scientist,M
229115,70,academic/educator,M
174249,33,sales/marketing,M
261057,30,college/grad student,M
33391,34,college/grad student,M
234334,26,homemaker,M
18345,26,artist,M
140046,30,executive/managerial,M
156646,33,college/grad student,M
123527,34,farmer,M
165121,28,sales/marketing,M
174475,33,academic/educator,F
10026,33,clerical/admin,M
156412,32,artist,M
225931,34,college/grad student,M
185961,30,college/grad student,M
275200,33,college/grad student,M
300335,25,other or not specified,M
10494,33,college/grad student,M
155211,32,college/grad student,M
285037,30,executive/managerial,M
254770,34,executive/managerial,F
265293,34,executive/managerial,M
285755,34,other or not specified,F
267107,66,retired,M
104630,33,executive/managerial,M
133590,40,other or not specified,F
176722,34,college/grad student,M
226660,28,self-employed,F
101218,33,sales/marketing,M
155010,33,college/grad student,F
115901,28,college/grad student,M
286117,30,retired,M
92449,28,academic/educator,F
175808,34,retired,F
278497,30,college/grad student,M
40923,27,college/grad student,M
156292,34,executive/managerial,M
2527,31,executive/managerial,M
279216,28,executive/managerial,M
99109,32,artist,F
284585,27,other or not specified,F
293686,25,homemaker,M
78742,33,scientist,M
246714,32,other or not specified,M
253559,30,self-employed,M
224343,31,sales/marketing,M
299390,34,self-employed,M
148050,33,technician/engineer,M
144279,34,college/grad student,F
276027,18,sales/marketing,M
119120,28,executive/managerial,M
118503,32,sales/marketing,M
47669,79,executive/managerial,M
222208,31,college/grad student,M
159929,21,K-12 student,M
27029,34,scientist,M
122330,18,K-12 student,M
8320,29,self-employed,F
26262,27,college/grad student,M
155109,27,executive/managerial,M
300233,30,college/grad student,M
105838,23,sales/marketing,M
237930,32,executive/managerial,M
118972,37,academic/educator,M
94040,26,academic/educator,F
112414,21,scientist,M
4422,27,artist,M
908,34,college/grad student,M
171600,31,other or not specified,F
280225,28,other or not specified,F
154883,34,executive/managerial,M
2942,28,sales/marketing,M
193724,33,homemaker,F
255732,34,college/grad student,M
98672,33,college/grad student,M
103386,24,executive/managerial,M
127932,34,scientist,M
54340,35,executive/managerial,M
225287,31,executive/managerial,M
197952,27,college/grad student,M
213883,18,K-12 student,M
41593,31,other or not specified,M
285821,32,scientist,M
147737,26,sales/marketing,M
149099,29,executive/managerial,M
172398,31,college/grad student,M
130987,42,sales/marketing,M
19079,34,self-employed,M
231343,29,executive/managerial,M
255958,26,scientist,M
57207,28,scientist,M
192675,25,K-12 student,M
10809,26,K-12 student,M
3564,57,doctor/health care,F
4590,19,customer service,M
141644,34,scientist,F
87686,30,scientist,M
92086,31,artist,M
220914,32,self-employed,M
240010,34,clerical/admin,M
173989,31,self-employed,M
98168,34,artist,M
105458,28,self-employed,F
237170,25,sales/marketing,M
11012,30,college/grad student,F
156971,34,college/grad student,F
217186,33,sales/marketing,M
84270,34,scientist,M
181661,18,scientist,M
174761,30,homemaker,M
126680,21,sales/marketing,M
253096,30,academic/educator,F
2349,34,artist,F
231042,29,executive/managerial,M
226635,73,college/grad student,F
239395,32,college/grad student,M
114876,23,lawyer,M
10349,80,scientist,F
46960,32,executive/managerial,M
154647,18,K-12 student,M
287664,23,sales/marketing,M
193515,42,executive/managerial,M
232,21,self-employed,M
270033,33,executive/managerial,M
53747,28,sales/marketing,M
118344,39,sales/marketing,M
132397,28,executive/managerial,M
202382,31,academic/educator,F
299602,26,self-employed,M
227221,30,college/grad student,F
205495,32,college/grad student,M
144000,25,college/grad student,M
240510,27,sales/marketing,M
297309,39,sales/marketing,M
159214,31,sales/marketing,M
264006,33,executive/managerial,M
179806,35,homemaker,F
77866,33,programmer,M
264216,30,artist,M
214296,26,other or not specified,M
149059,31,executive/managerial,M
80956,63,academic/educator,M
219728,32,executive/managerial,M
57591,19,scientist,M
159134,33,artist,M
2383,33,college/grad student,M
26586,31,sales/marketing,M
22683,18,scientist,M
286385,27,self-employed,M
183557,34,scientist,M
247155,28,executive/managerial,M
126406,26,college/grad student,M
185273,25,scientist,M
233183,34,executive/managerial,M
259035,27,other or not specified,M
121338,25,self-employed,M
65582,26,sales/marketing,M
119595,25,executive/managerial,M
296862,27,artist,F
159120,25,sales/marketing,M
42411,63,retired,M
261082,28,executive/managerial,M
296940,32,executive/managerial,M
291101,29,executive/managerial,F
15129,29,college/grad student,F
297548,27,self-employed,M
300644,34,college/grad student,M
13928,33,college/grad student,F
193555,29,scientist,M
51753,33,executive/managerial,M
205112,30,academic/educator,M
110965,32,sales/marketing,M
76287,33,scientist,M
218975,33,executive/managerial,M
294093,31,scientist,M
227259,25,clerical/admin,M
132359,33,academic/educator,M
22848,32,sales/marketing,F
109370,34,self-employed,M
71326,33,sales/marketing,M
43362,29,self-employed,F
75292,76,academic/educator,M
105691,29,college/grad student,M
253263,29,scientist,M
161361,30,sales/marketing,M
75080,33,college/grad student,M
41199,31,academic/educator,F
86599,51,academic/educator,M
277499,30,farmer,M
258745,25,college/grad student,M
238114,34,academic/educator,M
146573,30,programmer,M
166642,34,scientist,M
64878,30,scientist,F
161973,31,self-employed,M
124346,31,other or not specified,M
279397,26,college/grad student,M
137398,28,college/grad student,M
15007,34,self-employed,M
81998,31,college/grad student,M
218462,25,college/grad student,M
285043,32,sales/marketing,M
47292,18,sales/marketing,M
218241,27,executive/managerial,M
71603,28,executive/managerial,M
116979,33,other or not specified,M
98673,31,other or not specified,M
107633,26,technician/engineer,M
250874,33,college/grad student,M
136565,33,technician/engineer,M
97389,29,college/grad student,M
177924,33,college/grad student,M
284383,27,executive/managerial,M
249385,28,self-employed,F
245722,33,sales/marketing,M
271022,31,college/grad student,M
281306,30,sales/marketing,M
241010,29,executive/managerial,M
52520,43,artist,M
249927,37,academic/educator,M
123205,34,college/grad student,M
105651,33,executive/managerial,M
141692,29,self-employed,M
241721,31,college/grad student,M
286682,74,retired,M
208022,29,college/grad student,M
114000,33,clerical/admin,F
39586,32,executive/managerial,F
86955,33,sales/marketing,M
69525,27,scientist,M
110124,31,college/grad student,M
169246,25,scientist,F
232263,30,executive/managerial,M
208133,20,self-employed,M
2507,33,clerical/admin,M
271977,25,sales/marketing,M
218751,38,sales/marketing,M
123883,26,sales/marketing,M
213745,30,K-12 student,M
4087,34,sales/marketing,M
297136,33,sales/marketing,M
154675,30,other or not specified,F
297446,22,sales/marketing,M
159926,34,college/grad student,M
281294,31,scientist,M
168029,25,college/grad student,F
128203,30,sales/marketing,M
249949,21,sales/marketing,F
189469,27,self-employed,M
211678,30,college/grad student,M
154366,30,executive/managerial,M
186157,34,college/grad student,M
263240,28,self-employed,M
98184,32,college/grad student,M
299618,31,self-employed,M
64696,27,college/grad student,M
132082,19,sales/marketing,M
256863,34,college/grad student,M
118452,31,executive/managerial,M
203264,30,scientist,M
215740,34,academic/educator,F
60161,25,college/grad student,F
271231,32,executive/managerial,M
233960,29,K-12 student,M
299824,31,college/grad student,M
196253,34,college/grad student,M
166370,31,executive/managerial,M
232884,21,sales/marketing,M
183359,32,K-12 student,M
226246,34,college/grad student,M
289351,31,college/grad student,M
128133,34,scientist,M
230607,27,executive/managerial,M
114007,32,scientist,M
225170,25,college/grad student,M
104344,32,executive/managerial,M
155852,27,other or not specified,M
50759,31,self-employed,M
254008,55,academic/educator,M
288464,26,college/grad student,M
271160,25,college/grad student,M
15911,27,sales/marketing,M
93857,32,college/grad student,M
286375,30,other or not specified,M
62010,31,college/grad student,M
133194,41,executive/managerial,M
23006,35,sales/marketing,M
21542,25,executive/managerial,M
212397,29,college/grad student,M
254364,25,college/grad student,M
175529,31,college/grad student,M
83739,28,executive/managerial,M
241383,34,executive/managerial,M
147928,26,sales/marketing,M
152623,20,other or not specified,F
103258,26,other or not specified,F
65102,30,college/grad student,F
78478,18,K-12 student,F
211098,31,executive/managerial,M
190600,30,other or not specified,M
205085,22,college/grad student,M
173538,35,executive/managerial,M
156695,34,scientist,M
288333,30,clerical/admin,M
228334,19,sales/marketing,M
141361,32,sales/marketing,M
188374,18,K-12 student,M
249711,18,homemaker,M
199772,29,scientist,M
225942,33,executive/managerial,M
61163,26,college/grad student,M
163494,45,college/grad student,M
160634,26,executive/managerial,F
45855,18,scientist,F
254897,33,executive/managerial,M
94208,34,college/grad student,M
274431,26,college/grad student,F
290373,28,homemaker,M
267575,40,executive/managerial,M
4781,29,K-12 student,M
180490,26,executive/managerial,M
235614,30,scientist,M
238517,29,other or not specified,M
259688,30,self-employed,M
170476,32,K-12 student,M
229267,31,executive/managerial,M
113940,22,college/grad student,M
23903,18,K-12 student,M
40059,34,executive/managerial,M
98886,28,executive/managerial,M
14142,36,sales/marketing,F
272344,25,sales/marketing,M
83611,66,retired,F
298687,30,executive/managerial,M
272285,26,executive/managerial,M
298891,33,academic/educator,M
250663,27,self-employed,M
284927,30,executive/managerial,M
32260,29,other or not specified,F
213046,29,executive/managerial,M
260258,31,executive/managerial,M
187609,26,executive/managerial,M
135238,34,executive/managerial,M
41753,18,K-12 student,M
57132,26,executive/managerial,M
193031,27,college/grad student,M
287312,25,scientist,M
27410,29,college/grad student,M
219496,31,sales/marketing,M
114502,28,academic/educator,F
49700,33,executive/managerial,M
121752,28,executive/managerial,F
237154,31,sales/marketing,M
255561,29,executive/managerial,M
263611,28,sales/marketing,F
41195,30,retired,M
217093,31,K-12 student,M
139071,28,college/grad student,M
164593,31,college/grad student,M
71337,12,homemaker,M
161464,30,self-employed,F
76654,26,scientist,M
176852,29,executive/managerial,M
69100,34,self-employed,M
168871,29,sales/marketing,M
92499,39,artist,M
123297,40,artist,M
290945,28,artist,M
84373,33,college/grad student,F
126345,34,executive/managerial,M
253128,11,college/grad student,F
239662,31,homemaker,F
223747,25,executive/managerial,M
25675,27,sales/marketing,M
281069,18,college/grad student,M
61596,31,college/grad student,M
229467,27,executive/managerial,M
41667,33,executive/managerial,M
169730,18,college/grad student,M
50016,31,other or not specified,M
210482,35,other or not specified,M
177541,33,executive/managerial,M
70389,18,scientist,M
211302,21,K-12 student,M
184436,28,executive/managerial,M
76998,31,programmer,M
22859,26,technician/engineer,M
229297,34,executive/managerial,M
116507,14,homemaker,M
180491,34,college/grad student,F
252805,25,scientist,M
145322,33,scientist,F
236570,25,college/grad student,F
31939,34,academic/educator,M
37354,30,clerical/admin,F
219786,18,college/grad student,M
155374,58,sales/marketing,F
261766,32,unemployed,M
228847,33,other or not specified,M
96141,32,college/grad student,F
31955,29,self-employed,M
120220,34,scientist,M
250487,32,scientist,M
263740,32,other or not specified,M
243295,28,college/grad student,M
65607,29,clerical/admin,F
297595,27,self-employed,M
259026,32,sales/marketing,M
227840,29,sales/marketing,M
295706,27,college/grad student,F
104732,33,programmer,M
278782,28,college/grad student,M
299340,34,college/grad student,M
114734,27,executive/managerial,M
226263,30,sales/marketing,M
48438,66,retired,M
35629,26,college/grad student,M
293217,34,sales/marketing,M
142488,33,executive/managerial,M
285544,26,customer service,M
1908,33,sales/marketing,F
32618,34,K-12 student,M
173137,26,college/grad student,M
299001,33,scientist,M
267034,32,K-12 student,M
173173,25,executive/managerial,M
170280,34,self-employed,F
99026,22,scientist,M
250445,35,executive/managerial,M
155705,25,college/grad student,M
18287,34,scientist,F
207754,34,executive/managerial,M
172939,30,executive/managerial,M
231063,25,other or not specified,F
186689,31,self-employed,F
93975,28,college/grad student,M
83101,38,writer,M
123225,33,clerical/admin,F
272767,31,clerical/admin,M
172976,30,college/grad student,M
155528,31,other or not specified,M
248136,26,writer,F
154133,28,executive/managerial,M
253747,25,sales/marketing,M
213465,34,lawyer,M
64414,16,homemaker,M
267535,25,executive/managerial,F
175901,22,sales/marketing,M
274006,30,executive/managerial,M
14232,32,college/grad student,M
214359,31,K-12 student,M
288993,30,executive/managerial,M
127124,24,sales/marketing,M
74986,34,technician/engineer,M
240188,31,college/grad student,M
127400,27,executive/managerial,M
106294,20,technician/engineer,M
226816,31,self-employed,M
115414,33,executive/managerial,M
49612,33,college/grad student,M
130205,26,programmer,M
28641,33,scientist,F
199273,31,sales/marketing,M
121526,34,college/grad student,M
84356,27,K-12 student,M
123284,27,college/grad student,M
124543,21,college/grad student,M
59623,31,self-employed,M
133127,34,executive/managerial,M
202448,31,K-12 student,M
74796,34,college/grad student,M
300741,29,college/grad student,F
192626,25,sales/marketing,M
32883,30,self-employed,M
47986,18,sales/marketing,M
201994,35,other or not specified,M
47984,30,scientist,M
234762,30,executive/managerial,M
205555,32,sales/marketing,M
169084,29,executive/managerial,M
10491,31,scientist,M
225174,32,executive/managerial,M
68048,34,other or not specified,M
300364,30,homemaker,M
221604,26,executive/managerial,M
199609,28,self-employed,F
229273,34,self-employed,M
128242,33,other or not specified,M
77170,31,other or not specified,M
135968,32,college/grad student,F
13994,31,other or not specified,F
253339,27,sales/marketing,M
270316,34,scientist,M
66323,28,college/grad student,M
276987,39,homemaker,F
284436,19,technician/engineer,M
93210,31,college/grad student,M
30553,53,unemployed,M
193262,24,executive/managerial,M
61953,25,college/grad student,M
9903,25,college/grad student,M
87251,30,scientist,M
270810,32,artist,F
180475,32,scientist,M
187392,32,other or not specified,M
241893,31,college/grad student,M
863,29,homemaker,M
173561,29,sales/marketing,M
9149,18,sales/marketing,M
78007,31,other or not specified,M
298025,23,sales/marketing,M
56359,33,college/grad student,F
84536,24,executive/managerial,M
249146,29,college/grad student,M
162521,28,college/grad student,M
12734,28,college/grad student,F
270422,26,college/grad student,M
235688,25,sales/marketing,M
278992,28,sales/marketing,M
82115,18,K-12 student,M
266648,18,K-12 student,M
112401,25,academic/educator,F
70044,15,scientist,M
263126,29,scientist,M
242184,29,college/grad student,M
47946,28,college/grad student,M
86193,32,college/grad student,M
297537,32,clerical/admin,M
147532,27,artist,F
63165,27,homemaker,F
205217,25,college/grad student,M
166447,21,homemaker,F
159196,33,college/grad student,M
89900,30,executive/managerial,M
258634,28,executive/managerial,M
45644,33,sales/marketing,F
150754,29,writer,M
72378,32,executive/managerial,M
226998,31,college/grad student,M
